order_id,date,time,ID_Empleado,ID_Tienda
428,2015-01-07,22:05:00,1_1,1
429,2015-01-07,22:16:53,1_1,1
430,2015-01-07,22:46:13,1_1,1
431,2015-01-08,11:17:13,1_1,1
432,2015-01-08,11:39:07,1_1,1
433,2015-01-08,11:49:50,1_3,1
434,2015-01-08,11:54:14,2_3,2
435,2015-01-08,12:06:09,2_3,2
436,2015-01-08,12:07:21,3_2,3
437,2015-01-08,12:07:54,3_2,3
438,2015-01-08,12:08:38,3_2,3
439,2015-01-08,12:13:08,3_2,3
440,2015-01-08,12:16:34,1_3,1
441,2015-01-08,12:16:58,1_3,1
442,2015-01-08,12:28:49,2_2,2
443,2015-01-08,12:34:20,2_2,2
444,2015-01-08,12:40:05,2_2,2
445,2015-01-08,12:57:39,1_1,1
446,2015-01-08,12:58:01,1_1,1
447,2015-01-08,13:02:00,3_3,3
448,2015-01-08,13:03:34,3_3,3
449,2015-01-08,13:04:15,3_3,3
450,2015-01-08,13:07:53,3_3,3
451,2015-01-08,13:19:06,3_2,3
452,2015-01-08,13:24:11,3_2,3
453,2015-01-08,13:27:14,1_1,1
454,2015-01-08,13:31:40,1_1,1
455,2015-01-08,13:39:14,3_1,3
456,2015-01-08,13:47:53,3_1,3
457,2015-01-08,13:59:04,3_1,3
458,2015-01-08,14:00:05,2_1,2
459,2015-01-08,14:14:02,1_1,1
460,2015-01-08,14:19:58,2_2,2
461,2015-01-08,14:21:19,2_2,2
462,2015-01-08,14:38:41,2_2,2
463,2015-01-08,14:40:28,1_1,1
464,2015-01-08,14:49:01,1_1,1
465,2015-01-08,14:55:23,1_1,1
466,2015-01-08,15:30:10,1_1,1
467,2015-01-08,15:33:13,2_1,2
468,2015-01-08,15:36:12,2_1,2
469,2015-01-08,15:37:18,2_3,2
470,2015-01-08,15:49:13,3_1,3
471,2015-01-08,16:20:26,2_3,2
472,2015-01-08,16:29:50,2_3,2
473,2015-01-08,16:41:27,2_3,2
474,2015-01-08,16:47:48,2_3,2
475,2015-01-08,17:15:17,2_1,2
476,2015-01-08,17:27:56,2_2,2
477,2015-01-08,17:30:04,2_2,2
478,2015-01-08,17:35:56,2_2,2
479,2015-01-08,17:37:03,2_2,2
480,2015-01-08,17:41:31,2_1,2
481,2015-01-08,17:41:37,1_2,1
482,2015-01-08,17:52:42,1_2,1
483,2015-01-08,17:54:05,1_2,1
484,2015-01-08,18:02:54,3_1,3
485,2015-01-08,18:07:31,3_1,3
486,2015-01-08,18:15:08,3_1,3
487,2015-01-08,18:30:16,3_2,3
488,2015-01-08,18:46:02,1_3,1
489,2015-01-08,18:48:43,1_3,1
490,2015-01-08,18:49:24,1_3,1
491,2015-01-08,19:01:12,1_3,1
492,2015-01-08,19:06:21,1_3,1
493,2015-01-08,19:31:47,1_3,1
494,2015-01-08,19:38:40,2_1,2
495,2015-01-08,19:42:52,3_1,3
496,2015-01-08,19:46:18,1_2,1
497,2015-01-08,19:49:26,1_1,1
498,2015-01-08,20:02:25,1_2,1
499,2015-01-08,21:10:46,1_2,1
500,2015-01-08,21:46:49,1_2,1
501,2015-01-08,21:51:31,1_2,1
502,2015-01-08,22:26:08,2_1,2
503,2015-01-09,11:16:21,2_2,2
504,2015-01-09,11:48:18,2_2,2
505,2015-01-09,11:55:10,2_2,2
506,2015-01-09,12:02:09,2_3,2
507,2015-01-09,12:06:03,2_3,2
508,2015-01-09,12:13:32,3_3,3
509,2015-01-09,12:13:58,1_1,1
510,2015-01-09,12:15:03,1_1,1
511,2015-01-09,12:18:21,1_1,1
512,2015-01-09,12:19:24,1_1,1
513,2015-01-09,12:22:48,3_2,3
514,2015-01-09,12:26:47,3_2,3
515,2015-01-09,13:07:37,3_2,3
516,2015-01-09,13:09:09,3_2,3
517,2015-01-09,13:09:11,1_2,1
518,2015-01-09,13:11:25,1_2,1
519,2015-01-09,13:15:20,1_2,1
520,2015-01-09,13:22:33,3_1,3
521,2015-01-09,13:43:07,3_1,3
522,2015-01-09,14:09:33,2_1,2
523,2015-01-09,14:42:14,1_1,1
524,2015-01-09,14:51:35,1_1,1
525,2015-01-09,15:08:46,1_1,1
526,2015-01-09,15:10:13,1_1,1
527,2015-01-09,15:23:37,1_3,1
528,2015-01-09,15:27:21,1_3,1
529,2015-01-09,15:31:01,1_3,1
530,2015-01-09,15:43:01,1_3,1
531,2015-01-09,15:58:10,2_2,2
532,2015-01-09,16:14:28,2_2,2
533,2015-01-09,16:28:43,1_3,1
534,2015-01-09,16:43:32,1_1,1
535,2015-01-09,17:08:47,1_1,1
536,2015-01-09,17:18:50,1_1,1
537,2015-01-09,17:23:52,1_3,1
538,2015-01-09,17:44:04,1_3,1
539,2015-01-09,17:51:34,1_3,1
540,2015-01-09,17:52:41,1_3,1
541,2015-01-09,18:07:47,2_3,2
542,2015-01-09,18:08:06,2_3,2
543,2015-01-09,18:23:59,2_2,2
544,2015-01-09,18:31:04,2_1,2
545,2015-01-09,18:46:28,2_1,2
546,2015-01-09,18:47:27,2_1,2
547,2015-01-09,18:49:23,1_1,1
548,2015-01-09,19:06:09,1_2,1
549,2015-01-09,19:06:34,1_2,1
550,2015-01-09,19:12:59,2_1,2
551,2015-01-09,19:26:24,1_3,1
552,2015-01-09,19:31:25,3_1,3
553,2015-01-09,20:14:47,3_1,3
554,2015-01-09,20:15:51,3_2,3
555,2015-01-09,20:18:25,3_3,3
556,2015-01-09,20:23:12,3_3,3
557,2015-01-09,20:30:06,3_1,3
558,2015-01-09,20:51:10,3_1,3
559,2015-01-09,21:10:16,3_1,3
560,2015-01-09,21:13:48,1_2,1
561,2015-01-09,21:47:56,1_2,1
562,2015-01-09,22:04:05,3_3,3
563,2015-01-09,22:19:03,3_3,3
564,2015-01-09,22:32:32,2_3,2
565,2015-01-10,12:11:19,2_3,2
566,2015-01-10,12:21:19,1_2,1
567,2015-01-10,12:27:47,1_2,1
568,2015-01-10,12:28:53,1_3,1
569,2015-01-10,12:37:10,1_3,1
570,2015-01-10,13:13:59,1_3,1
571,2015-01-10,13:14:47,3_1,3
572,2015-01-10,13:15:32,3_1,3
573,2015-01-10,13:39:33,2_1,2
574,2015-01-10,13:40:54,2_1,2
575,2015-01-10,13:41:04,1_2,1
576,2015-01-10,13:44:22,3_1,3
577,2015-01-10,13:45:00,2_1,2
578,2015-01-10,13:48:49,3_1,3
579,2015-01-10,13:51:19,3_1,3
580,2015-01-10,13:56:01,3_1,3
581,2015-01-10,14:13:01,3_1,3
582,2015-01-10,14:24:14,2_1,2
583,2015-01-10,14:33:19,2_1,2
584,2015-01-10,15:05:29,2_1,2
585,2015-01-10,15:58:42,2_1,2
586,2015-01-10,16:09:57,1_1,1
587,2015-01-10,16:32:36,1_3,1
588,2015-01-10,16:33:36,1_3,1
589,2015-01-10,17:12:39,1_2,1
590,2015-01-10,17:23:39,1_1,1
591,2015-01-10,17:32:54,2_3,2
592,2015-01-10,17:41:55,2_3,2
593,2015-01-10,17:48:57,2_3,2
594,2015-01-10,17:50:19,1_3,1
595,2015-01-10,18:12:28,3_1,3
596,2015-01-10,18:24:07,3_3,3
597,2015-01-10,18:32:36,3_3,3
598,2015-01-10,18:34:14,3_3,3
599,2015-01-10,18:34:27,3_3,3
600,2015-01-10,18:53:52,3_3,3
601,2015-01-10,18:58:19,3_3,3
602,2015-01-10,19:02:27,3_3,3
603,2015-01-10,19:03:11,3_3,3
604,2015-01-10,19:13:29,3_3,3
605,2015-01-10,19:23:51,3_1,3
606,2015-01-10,19:27:18,3_1,3
607,2015-01-10,19:36:16,2_2,2
608,2015-01-10,19:36:33,1_2,1
609,2015-01-10,19:39:32,1_2,1
610,2015-01-10,19:51:02,1_2,1
611,2015-01-10,19:58:10,3_1,3
612,2015-01-10,19:58:15,3_1,3
613,2015-01-10,20:10:44,3_1,3
614,2015-01-10,20:12:33,3_1,3
615,2015-01-10,20:14:03,3_1,3
616,2015-01-10,20:20:10,3_1,3
617,2015-01-10,20:27:26,3_1,3
618,2015-01-10,20:31:14,3_1,3
619,2015-01-10,20:41:58,3_1,3
620,2015-01-10,20:45:45,3_1,3
621,2015-01-10,20:49:29,2_1,2
622,2015-01-10,20:57:41,3_3,3
623,2015-01-10,21:21:21,2_2,2
624,2015-01-10,21:22:44,2_2,2
625,2015-01-10,21:50:23,3_2,3
626,2015-01-10,21:55:12,3_2,3
627,2015-01-10,22:18:35,3_2,3
628,2015-01-10,22:47:17,3_2,3
629,2015-01-10,22:48:39,1_1,1
630,2015-01-11,11:42:08,1_1,1
631,2015-01-11,11:44:36,1_2,1
632,2015-01-11,11:44:52,3_1,3
633,2015-01-11,11:51:45,3_1,3
634,2015-01-11,12:14:15,1_3,1
635,2015-01-11,12:18:31,1_3,1
636,2015-01-11,12:34:44,1_2,1
637,2015-01-11,12:44:10,1_2,1
638,2015-01-11,12:49:26,2_2,2
639,2015-01-11,13:23:21,3_2,3
640,2015-01-11,13:28:08,3_2,3
641,2015-01-11,13:37:46,3_2,3
642,2015-01-11,13:40:00,3_2,3
643,2015-01-11,13:43:19,2_3,2
644,2015-01-11,13:52:52,2_1,2
645,2015-01-11,14:03:45,2_1,2
646,2015-01-11,14:07:26,2_1,2
647,2015-01-11,14:07:35,3_3,3
648,2015-01-11,14:17:17,3_1,3
649,2015-01-11,14:29:23,3_1,3
650,2015-01-11,14:34:05,3_2,3
651,2015-01-11,14:49:35,3_2,3
652,2015-01-11,16:03:38,3_2,3
653,2015-01-11,16:18:23,3_2,3
654,2015-01-11,16:34:07,2_3,2
655,2015-01-11,16:43:33,2_3,2
656,2015-01-11,16:44:49,2_3,2
657,2015-01-11,16:45:47,3_1,3
658,2015-01-11,16:55:24,2_1,2
659,2015-01-11,16:56:39,2_1,2
660,2015-01-11,17:09:36,2_3,2
661,2015-01-11,17:18:14,2_3,2
662,2015-01-11,17:21:49,2_3,2
663,2015-01-11,17:29:14,1_3,1
664,2015-01-11,17:35:14,1_3,1
